fipdate,date_aw,fips_aw,exposed_aw
60252018-08-21,2018-08-21,6025,1
60272018-08-21,2018-08-21,6027,1
60292018-08-21,2018-08-21,6029,1
60652018-08-21,2018-08-21,6065,1
60712018-08-21,2018-08-21,6071,1
60272018-08-22,2018-08-22,6027,1
60712018-08-22,2018-08-22,6071,1
60892018-09-03,2018-09-03,6089,1
61032018-09-03,2018-09-03,6103,1
60892018-09-04,2018-09-04,6089,1
61032018-09-04,2018-09-04,6103,1
60272018-09-08,2018-09-08,6027,1
60692018-09-08,2018-09-08,6069,1
60712018-09-08,2018-09-08,6071,1
60792018-09-08,2018-09-08,6079,1
60252018-09-09,2018-09-09,6025,1
60272018-09-09,2018-09-09,6027,1
60652018-09-09,2018-09-09,6065,1
60712018-09-09,2018-09-09,6071,1
60732018-09-09,2018-09-09,6073,1
60792018-09-09,2018-09-09,6079,1
60072018-09-10,2018-09-10,6007,1
60252018-09-10,2018-09-10,6025,1
60272018-09-10,2018-09-10,6027,1
60292018-09-10,2018-09-10,6029,1
60372018-09-10,2018-09-10,6037,1
60652018-09-10,2018-09-10,6065,1
60712018-09-10,2018-09-10,6071,1
60732018-09-10,2018-09-10,6073,1
60272018-09-11,2018-09-11,6027,1
60252018-09-16,2018-09-16,6025,1
60252018-09-17,2018-09-17,6025,1
60652018-09-17,2018-09-17,6065,1
60252018-09-18,2018-09-18,6025,1
60652018-09-18,2018-09-18,6065,1
60252018-09-23,2018-09-23,6025,1
60372018-09-23,2018-09-23,6037,1
60652018-09-23,2018-09-23,6065,1
60712018-09-23,2018-09-23,6071,1
60732018-09-23,2018-09-23,6073,1
60252018-09-24,2018-09-24,6025,1
60652018-09-24,2018-09-24,6065,1
60712018-09-24,2018-09-24,6071,1
60072018-09-26,2018-09-26,6007,1
60072018-09-27,2018-09-27,6007,1
60092018-09-27,2018-09-27,6009,1
60332018-09-27,2018-09-27,6033,1
60692018-09-27,2018-09-27,6069,1
60852018-09-27,2018-09-27,6085,1
60992018-09-27,2018-09-27,6099,1
61032018-09-27,2018-09-27,6103,1
60052018-09-28,2018-09-28,6005,1
60072018-09-28,2018-09-28,6007,1
60092018-09-28,2018-09-28,6009,1
60252018-09-28,2018-09-28,6025,1
60272018-09-28,2018-09-28,6027,1
60292018-09-28,2018-09-28,6029,1
60332018-09-28,2018-09-28,6033,1
60472018-09-28,2018-09-28,6047,1
60652018-09-28,2018-09-28,6065,1
60712018-09-28,2018-09-28,6071,1
60992018-09-28,2018-09-28,6099,1
61032018-09-28,2018-09-28,6103,1
61152018-09-28,2018-09-28,6115,1
60252018-09-29,2018-09-29,6025,1
60592018-10-02,2018-10-02,6059,1
60252018-10-27,2018-10-27,6025,1
60252019-04-09,2019-04-09,6025,1
60252019-04-10,2019-04-10,6025,1
60252019-04-20,2019-04-20,6025,1
60252019-04-21,2019-04-21,6025,1
60252019-04-24,2019-04-24,6025,1
60252019-04-25,2019-04-25,6025,1
60312019-04-25,2019-04-25,6031,1
60252019-04-26,2019-04-26,6025,1
60312019-04-26,2019-04-26,6031,1
60652019-04-26,2019-04-26,6065,1
60712019-04-26,2019-04-26,6071,1
60252019-04-27,2019-04-27,6025,1
60312019-04-27,2019-04-27,6031,1
60652019-04-27,2019-04-27,6065,1
60712019-04-27,2019-04-27,6071,1
60252019-04-28,2019-04-28,6025,1
60712019-04-28,2019-04-28,6071,1
60112019-06-02,2019-06-02,6011,1
60212019-06-02,2019-06-02,6021,1
61012019-06-02,2019-06-02,6101,1
60112019-06-04,2019-06-04,6011,1
60212019-06-04,2019-06-04,6021,1
61032019-06-04,2019-06-04,6103,1
60072019-06-05,2019-06-05,6007,1
60112019-06-05,2019-06-05,6011,1
60212019-06-05,2019-06-05,6021,1
60312019-06-05,2019-06-05,6031,1
60472019-06-05,2019-06-05,6047,1
60552019-06-05,2019-06-05,6055,1
60672019-06-05,2019-06-05,6067,1
60692019-06-05,2019-06-05,6069,1
60772019-06-05,2019-06-05,6077,1
60952019-06-05,2019-06-05,6095,1
60992019-06-05,2019-06-05,6099,1
61012019-06-05,2019-06-05,6101,1
61032019-06-05,2019-06-05,6103,1
61132019-06-05,2019-06-05,6113,1
61152019-06-05,2019-06-05,6115,1
60072019-06-06,2019-06-06,6007,1
60092019-06-06,2019-06-06,6009,1
60112019-06-06,2019-06-06,6011,1
60212019-06-06,2019-06-06,6021,1
60292019-06-06,2019-06-06,6029,1
60312019-06-06,2019-06-06,6031,1
60472019-06-06,2019-06-06,6047,1
60672019-06-06,2019-06-06,6067,1
60772019-06-06,2019-06-06,6077,1
60952019-06-06,2019-06-06,6095,1
60992019-06-06,2019-06-06,6099,1
61012019-06-06,2019-06-06,6101,1
61032019-06-06,2019-06-06,6103,1
61132019-06-06,2019-06-06,6113,1
61152019-06-06,2019-06-06,6115,1
60012019-06-10,2019-06-10,6001,1
60132019-06-10,2019-06-10,6013,1
60812019-06-10,2019-06-10,6081,1
60852019-06-10,2019-06-10,6085,1
60952019-06-10,2019-06-10,6095,1
60012019-06-11,2019-06-11,6001,1
60052019-06-11,2019-06-11,6005,1
60072019-06-11,2019-06-11,6007,1
60092019-06-11,2019-06-11,6009,1
60112019-06-11,2019-06-11,6011,1
60132019-06-11,2019-06-11,6013,1
60212019-06-11,2019-06-11,6021,1
60252019-06-11,2019-06-11,6025,1
60292019-06-11,2019-06-11,6029,1
60312019-06-11,2019-06-11,6031,1
60332019-06-11,2019-06-11,6033,1
60372019-06-11,2019-06-11,6037,1
60412019-06-11,2019-06-11,6041,1
60472019-06-11,2019-06-11,6047,1
60532019-06-11,2019-06-11,6053,1
60552019-06-11,2019-06-11,6055,1
60592019-06-11,2019-06-11,6059,1
60652019-06-11,2019-06-11,6065,1
60672019-06-11,2019-06-11,6067,1
60692019-06-11,2019-06-11,6069,1
60732019-06-11,2019-06-11,6073,1
60752019-06-11,2019-06-11,6075,1
60772019-06-11,2019-06-11,6077,1
60792019-06-11,2019-06-11,6079,1
60812019-06-11,2019-06-11,6081,1
60832019-06-11,2019-06-11,6083,1
60852019-06-11,2019-06-11,6085,1
60872019-06-11,2019-06-11,6087,1
60952019-06-11,2019-06-11,6095,1
60972019-06-11,2019-06-11,6097,1
60992019-06-11,2019-06-11,6099,1
61012019-06-11,2019-06-11,6101,1
61032019-06-11,2019-06-11,6103,1
61132019-06-11,2019-06-11,6113,1
61152019-06-11,2019-06-11,6115,1
60012019-06-12,2019-06-12,6001,1
60052019-06-12,2019-06-12,6005,1
60072019-06-12,2019-06-12,6007,1
60092019-06-12,2019-06-12,6009,1
60112019-06-12,2019-06-12,6011,1
60132019-06-12,2019-06-12,6013,1
60152019-06-12,2019-06-12,6015,1
60192019-06-12,2019-06-12,6019,1
60212019-06-12,2019-06-12,6021,1
60232019-06-12,2019-06-12,6023,1
60252019-06-12,2019-06-12,6025,1
60292019-06-12,2019-06-12,6029,1
60312019-06-12,2019-06-12,6031,1
60332019-06-12,2019-06-12,6033,1
60372019-06-12,2019-06-12,6037,1
60392019-06-12,2019-06-12,6039,1
60412019-06-12,2019-06-12,6041,1
60432019-06-12,2019-06-12,6043,1
60452019-06-12,2019-06-12,6045,1
60472019-06-12,2019-06-12,6047,1
60532019-06-12,2019-06-12,6053,1
60552019-06-12,2019-06-12,6055,1
60592019-06-12,2019-06-12,6059,1
60652019-06-12,2019-06-12,6065,1
60672019-06-12,2019-06-12,6067,1
60692019-06-12,2019-06-12,6069,1
60712019-06-12,2019-06-12,6071,1
60732019-06-12,2019-06-12,6073,1
60752019-06-12,2019-06-12,6075,1
60772019-06-12,2019-06-12,6077,1
60792019-06-12,2019-06-12,6079,1
60812019-06-12,2019-06-12,6081,1
60832019-06-12,2019-06-12,6083,1
60852019-06-12,2019-06-12,6085,1
60872019-06-12,2019-06-12,6087,1
60892019-06-12,2019-06-12,6089,1
60952019-06-12,2019-06-12,6095,1
60972019-06-12,2019-06-12,6097,1
60992019-06-12,2019-06-12,6099,1
61012019-06-12,2019-06-12,6101,1
61032019-06-12,2019-06-12,6103,1
61132019-06-12,2019-06-12,6113,1
61152019-06-12,2019-06-12,6115,1
60052019-06-13,2019-06-13,6005,1
60072019-06-13,2019-06-13,6007,1
60092019-06-13,2019-06-13,6009,1
60112019-06-13,2019-06-13,6011,1
60132019-06-13,2019-06-13,6013,1
60192019-06-13,2019-06-13,6019,1
60212019-06-13,2019-06-13,6021,1
60252019-06-13,2019-06-13,6025,1
60272019-06-13,2019-06-13,6027,1
60292019-06-13,2019-06-13,6029,1
60312019-06-13,2019-06-13,6031,1
60332019-06-13,2019-06-13,6033,1
60392019-06-13,2019-06-13,6039,1
60432019-06-13,2019-06-13,6043,1
60472019-06-13,2019-06-13,6047,1
60552019-06-13,2019-06-13,6055,1
60652019-06-13,2019-06-13,6065,1
60672019-06-13,2019-06-13,6067,1
60692019-06-13,2019-06-13,6069,1
60712019-06-13,2019-06-13,6071,1
60732019-06-13,2019-06-13,6073,1
60772019-06-13,2019-06-13,6077,1
60852019-06-13,2019-06-13,6085,1
60892019-06-13,2019-06-13,6089,1
60952019-06-13,2019-06-13,6095,1
60992019-06-13,2019-06-13,6099,1
61012019-06-13,2019-06-13,6101,1
61032019-06-13,2019-06-13,6103,1
61132019-06-13,2019-06-13,6113,1
61152019-06-13,2019-06-13,6115,1
60072019-06-14,2019-06-14,6007,1
60212019-06-14,2019-06-14,6021,1
60252019-06-14,2019-06-14,6025,1
60272019-06-14,2019-06-14,6027,1
60292019-06-14,2019-06-14,6029,1
60312019-06-14,2019-06-14,6031,1
60892019-06-14,2019-06-14,6089,1
61032019-06-14,2019-06-14,6103,1
61032019-06-15,2019-06-15,6103,1
60112019-06-18,2019-06-18,6011,1
60212019-06-18,2019-06-18,6021,1
60332019-06-18,2019-06-18,6033,1
60892019-06-18,2019-06-18,6089,1
61032019-06-18,2019-06-18,6103,1
60052019-06-19,2019-06-19,6005,1
60072019-06-19,2019-06-19,6007,1
60092019-06-19,2019-06-19,6009,1
60112019-06-19,2019-06-19,6011,1
60212019-06-19,2019-06-19,6021,1
60292019-06-19,2019-06-19,6029,1
60312019-06-19,2019-06-19,6031,1
60332019-06-19,2019-06-19,6033,1
60472019-06-19,2019-06-19,6047,1
60552019-06-19,2019-06-19,6055,1
60672019-06-19,2019-06-19,6067,1
60692019-06-19,2019-06-19,6069,1
60892019-06-19,2019-06-19,6089,1
60992019-06-19,2019-06-19,6099,1
61012019-06-19,2019-06-19,6101,1
61032019-06-19,2019-06-19,6103,1
61132019-06-19,2019-06-19,6113,1
61152019-06-19,2019-06-19,6115,1
60072019-06-20,2019-06-20,6007,1
60112019-06-20,2019-06-20,6011,1
60212019-06-20,2019-06-20,6021,1
60272019-06-20,2019-06-20,6027,1
60292019-06-20,2019-06-20,6029,1
60312019-06-20,2019-06-20,6031,1
60332019-06-20,2019-06-20,6033,1
61032019-06-20,2019-06-20,6103,1
60852019-06-24,2019-06-24,6085,1
60252019-07-13,2019-07-13,6025,1
60652019-07-13,2019-07-13,6065,1
60712019-07-13,2019-07-13,6071,1
60272019-07-14,2019-07-14,6027,1
60312019-07-14,2019-07-14,6031,1
60652019-07-14,2019-07-14,6065,1
60692019-07-14,2019-07-14,6069,1
60712019-07-14,2019-07-14,6071,1
60252019-07-15,2019-07-15,6025,1
60252019-07-16,2019-07-16,6025,1
60052019-07-23,2019-07-23,6005,1
60092019-07-23,2019-07-23,6009,1
60132019-07-23,2019-07-23,6013,1
60192019-07-23,2019-07-23,6019,1
60272019-07-23,2019-07-23,6027,1
60312019-07-23,2019-07-23,6031,1
60392019-07-23,2019-07-23,6039,1
60432019-07-23,2019-07-23,6043,1
60472019-07-23,2019-07-23,6047,1
60672019-07-23,2019-07-23,6067,1
60692019-07-23,2019-07-23,6069,1
60772019-07-23,2019-07-23,6077,1
60852019-07-23,2019-07-23,6085,1
60952019-07-23,2019-07-23,6095,1
60992019-07-23,2019-07-23,6099,1
61072019-07-23,2019-07-23,6107,1
61132019-07-23,2019-07-23,6113,1
60092019-07-24,2019-07-24,6009,1
60192019-07-24,2019-07-24,6019,1
60312019-07-24,2019-07-24,6031,1
60372019-07-24,2019-07-24,6037,1
60432019-07-24,2019-07-24,6043,1
60472019-07-24,2019-07-24,6047,1
60592019-07-24,2019-07-24,6059,1
60652019-07-24,2019-07-24,6065,1
60692019-07-24,2019-07-24,6069,1
60732019-07-24,2019-07-24,6073,1
60772019-07-24,2019-07-24,6077,1
60792019-07-24,2019-07-24,6079,1
60832019-07-24,2019-07-24,6083,1
60992019-07-24,2019-07-24,6099,1
61112019-07-24,2019-07-24,6111,1
60012019-07-25,2019-07-25,6001,1
60052019-07-25,2019-07-25,6005,1
60092019-07-25,2019-07-25,6009,1
60132019-07-25,2019-07-25,6013,1
60172019-07-25,2019-07-25,6017,1
60192019-07-25,2019-07-25,6019,1
60292019-07-25,2019-07-25,6029,1
60312019-07-25,2019-07-25,6031,1
60372019-07-25,2019-07-25,6037,1
60392019-07-25,2019-07-25,6039,1
60432019-07-25,2019-07-25,6043,1
60472019-07-25,2019-07-25,6047,1
60532019-07-25,2019-07-25,6053,1
60552019-07-25,2019-07-25,6055,1
60592019-07-25,2019-07-25,6059,1
60672019-07-25,2019-07-25,6067,1
60692019-07-25,2019-07-25,6069,1
60732019-07-25,2019-07-25,6073,1
60772019-07-25,2019-07-25,6077,1
60792019-07-25,2019-07-25,6079,1
60832019-07-25,2019-07-25,6083,1
60852019-07-25,2019-07-25,6085,1
60952019-07-25,2019-07-25,6095,1
60992019-07-25,2019-07-25,6099,1
61072019-07-25,2019-07-25,6107,1
61112019-07-25,2019-07-25,6111,1
60052019-07-26,2019-07-26,6005,1
60072019-07-26,2019-07-26,6007,1
60092019-07-26,2019-07-26,6009,1
60112019-07-26,2019-07-26,6011,1
60132019-07-26,2019-07-26,6013,1
60172019-07-26,2019-07-26,6017,1
60192019-07-26,2019-07-26,6019,1
60312019-07-26,2019-07-26,6031,1
60372019-07-26,2019-07-26,6037,1
60392019-07-26,2019-07-26,6039,1
60432019-07-26,2019-07-26,6043,1
60472019-07-26,2019-07-26,6047,1
60532019-07-26,2019-07-26,6053,1
60552019-07-26,2019-07-26,6055,1
60572019-07-26,2019-07-26,6057,1
60592019-07-26,2019-07-26,6059,1
60612019-07-26,2019-07-26,6061,1
60672019-07-26,2019-07-26,6067,1
60692019-07-26,2019-07-26,6069,1
60732019-07-26,2019-07-26,6073,1
60772019-07-26,2019-07-26,6077,1
60792019-07-26,2019-07-26,6079,1
60852019-07-26,2019-07-26,6085,1
60952019-07-26,2019-07-26,6095,1
60992019-07-26,2019-07-26,6099,1
61012019-07-26,2019-07-26,6101,1
61132019-07-26,2019-07-26,6113,1
61152019-07-26,2019-07-26,6115,1
60092019-07-27,2019-07-27,6009,1
60192019-07-27,2019-07-27,6019,1
60252019-07-27,2019-07-27,6025,1
60292019-07-27,2019-07-27,6029,1
60312019-07-27,2019-07-27,6031,1
60372019-07-27,2019-07-27,6037,1
60472019-07-27,2019-07-27,6047,1
60592019-07-27,2019-07-27,6059,1
60652019-07-27,2019-07-27,6065,1
60732019-07-27,2019-07-27,6073,1
60792019-07-27,2019-07-27,6079,1
60992019-07-27,2019-07-27,6099,1
61112019-07-27,2019-07-27,6111,1
60012019-07-28,2019-07-28,6001,1
60052019-07-28,2019-07-28,6005,1
60072019-07-28,2019-07-28,6007,1
60092019-07-28,2019-07-28,6009,1
60112019-07-28,2019-07-28,6011,1
60132019-07-28,2019-07-28,6013,1
60172019-07-28,2019-07-28,6017,1
60192019-07-28,2019-07-28,6019,1
60212019-07-28,2019-07-28,6021,1
60252019-07-28,2019-07-28,6025,1
60292019-07-28,2019-07-28,6029,1
60312019-07-28,2019-07-28,6031,1
60332019-07-28,2019-07-28,6033,1
60372019-07-28,2019-07-28,6037,1
60392019-07-28,2019-07-28,6039,1
60432019-07-28,2019-07-28,6043,1
60452019-07-28,2019-07-28,6045,1
60472019-07-28,2019-07-28,6047,1
60552019-07-28,2019-07-28,6055,1
60572019-07-28,2019-07-28,6057,1
60592019-07-28,2019-07-28,6059,1
60612019-07-28,2019-07-28,6061,1
60652019-07-28,2019-07-28,6065,1
60672019-07-28,2019-07-28,6067,1
60692019-07-28,2019-07-28,6069,1
60712019-07-28,2019-07-28,6071,1
60732019-07-28,2019-07-28,6073,1
60772019-07-28,2019-07-28,6077,1
60792019-07-28,2019-07-28,6079,1
60852019-07-28,2019-07-28,6085,1
60952019-07-28,2019-07-28,6095,1
60992019-07-28,2019-07-28,6099,1
61012019-07-28,2019-07-28,6101,1
61032019-07-28,2019-07-28,6103,1
61072019-07-28,2019-07-28,6107,1
61112019-07-28,2019-07-28,6111,1
61132019-07-28,2019-07-28,6113,1
61152019-07-28,2019-07-28,6115,1
60012019-07-29,2019-07-29,6001,1
60052019-07-29,2019-07-29,6005,1
60072019-07-29,2019-07-29,6007,1
60092019-07-29,2019-07-29,6009,1
60112019-07-29,2019-07-29,6011,1
60132019-07-29,2019-07-29,6013,1
60172019-07-29,2019-07-29,6017,1
60192019-07-29,2019-07-29,6019,1
60212019-07-29,2019-07-29,6021,1
60252019-07-29,2019-07-29,6025,1
60272019-07-29,2019-07-29,6027,1
60292019-07-29,2019-07-29,6029,1
60312019-07-29,2019-07-29,6031,1
60332019-07-29,2019-07-29,6033,1
60372019-07-29,2019-07-29,6037,1
60392019-07-29,2019-07-29,6039,1
60432019-07-29,2019-07-29,6043,1
60472019-07-29,2019-07-29,6047,1
60552019-07-29,2019-07-29,6055,1
60572019-07-29,2019-07-29,6057,1
60612019-07-29,2019-07-29,6061,1
60652019-07-29,2019-07-29,6065,1
60672019-07-29,2019-07-29,6067,1
60692019-07-29,2019-07-29,6069,1
60712019-07-29,2019-07-29,6071,1
60732019-07-29,2019-07-29,6073,1
60772019-07-29,2019-07-29,6077,1
60852019-07-29,2019-07-29,6085,1
60892019-07-29,2019-07-29,6089,1
60952019-07-29,2019-07-29,6095,1
60992019-07-29,2019-07-29,6099,1
61012019-07-29,2019-07-29,6101,1
61032019-07-29,2019-07-29,6103,1
61072019-07-29,2019-07-29,6107,1
61132019-07-29,2019-07-29,6113,1
61152019-07-29,2019-07-29,6115,1
60252019-07-30,2019-07-30,6025,1
60272019-07-30,2019-07-30,6027,1
60292019-07-30,2019-07-30,6029,1
60652019-07-30,2019-07-30,6065,1
60712019-07-30,2019-07-30,6071,1
60732019-07-30,2019-07-30,6073,1
60252019-08-03,2019-08-03,6025,1
60652019-08-03,2019-08-03,6065,1
60732019-08-03,2019-08-03,6073,1
60132019-08-04,2019-08-04,6013,1
60252019-08-04,2019-08-04,6025,1
60652019-08-04,2019-08-04,6065,1
60952019-08-04,2019-08-04,6095,1
60252019-08-05,2019-08-05,6025,1
60272019-08-05,2019-08-05,6027,1
60652019-08-05,2019-08-05,6065,1
60692019-08-05,2019-08-05,6069,1
60712019-08-05,2019-08-05,6071,1
61072019-08-05,2019-08-05,6107,1
60252019-08-06,2019-08-06,6025,1
60272019-08-06,2019-08-06,6027,1
60652019-08-06,2019-08-06,6065,1
60712019-08-06,2019-08-06,6071,1
60732019-08-06,2019-08-06,6073,1
61072019-08-06,2019-08-06,6107,1
60192019-08-07,2019-08-07,6019,1
60252019-08-07,2019-08-07,6025,1
60292019-08-07,2019-08-07,6029,1
60312019-08-07,2019-08-07,6031,1
60652019-08-07,2019-08-07,6065,1
60712019-08-07,2019-08-07,6071,1
60732019-08-07,2019-08-07,6073,1
61072019-08-07,2019-08-07,6107,1
60012019-08-14,2019-08-14,6001,1
60132019-08-14,2019-08-14,6013,1
60552019-08-14,2019-08-14,6055,1
60692019-08-14,2019-08-14,6069,1
60772019-08-14,2019-08-14,6077,1
60852019-08-14,2019-08-14,6085,1
60952019-08-14,2019-08-14,6095,1
61132019-08-14,2019-08-14,6113,1
60012019-08-15,2019-08-15,6001,1
60052019-08-15,2019-08-15,6005,1
60072019-08-15,2019-08-15,6007,1
