fipdate,date_aw,fips_aw,exposed_aw
60092019-08-15,2019-08-15,6009,1
60112019-08-15,2019-08-15,6011,1
60132019-08-15,2019-08-15,6013,1
60192019-08-15,2019-08-15,6019,1
60212019-08-15,2019-08-15,6021,1
60252019-08-15,2019-08-15,6025,1
60312019-08-15,2019-08-15,6031,1
60332019-08-15,2019-08-15,6033,1
60392019-08-15,2019-08-15,6039,1
60412019-08-15,2019-08-15,6041,1
60452019-08-15,2019-08-15,6045,1
60472019-08-15,2019-08-15,6047,1
60532019-08-15,2019-08-15,6053,1
60552019-08-15,2019-08-15,6055,1
60612019-08-15,2019-08-15,6061,1
60652019-08-15,2019-08-15,6065,1
60672019-08-15,2019-08-15,6067,1
60692019-08-15,2019-08-15,6069,1
60772019-08-15,2019-08-15,6077,1
60792019-08-15,2019-08-15,6079,1
60812019-08-15,2019-08-15,6081,1
60852019-08-15,2019-08-15,6085,1
60872019-08-15,2019-08-15,6087,1
60892019-08-15,2019-08-15,6089,1
60952019-08-15,2019-08-15,6095,1
60972019-08-15,2019-08-15,6097,1
60992019-08-15,2019-08-15,6099,1
61012019-08-15,2019-08-15,6101,1
61032019-08-15,2019-08-15,6103,1
61132019-08-15,2019-08-15,6113,1
61152019-08-15,2019-08-15,6115,1
60012019-08-16,2019-08-16,6001,1
60052019-08-16,2019-08-16,6005,1
60072019-08-16,2019-08-16,6007,1
60092019-08-16,2019-08-16,6009,1
60112019-08-16,2019-08-16,6011,1
60132019-08-16,2019-08-16,6013,1
60172019-08-16,2019-08-16,6017,1
60192019-08-16,2019-08-16,6019,1
60212019-08-16,2019-08-16,6021,1
60252019-08-16,2019-08-16,6025,1
60292019-08-16,2019-08-16,6029,1
60312019-08-16,2019-08-16,6031,1
60332019-08-16,2019-08-16,6033,1
60392019-08-16,2019-08-16,6039,1
60412019-08-16,2019-08-16,6041,1
60432019-08-16,2019-08-16,6043,1
60452019-08-16,2019-08-16,6045,1
60472019-08-16,2019-08-16,6047,1
60532019-08-16,2019-08-16,6053,1
60552019-08-16,2019-08-16,6055,1
60572019-08-16,2019-08-16,6057,1
60612019-08-16,2019-08-16,6061,1
60652019-08-16,2019-08-16,6065,1
60672019-08-16,2019-08-16,6067,1
60692019-08-16,2019-08-16,6069,1
60772019-08-16,2019-08-16,6077,1
60792019-08-16,2019-08-16,6079,1
60812019-08-16,2019-08-16,6081,1
60852019-08-16,2019-08-16,6085,1
60872019-08-16,2019-08-16,6087,1
60892019-08-16,2019-08-16,6089,1
60952019-08-16,2019-08-16,6095,1
60972019-08-16,2019-08-16,6097,1
60992019-08-16,2019-08-16,6099,1
61012019-08-16,2019-08-16,6101,1
61032019-08-16,2019-08-16,6103,1
61052019-08-16,2019-08-16,6105,1
61072019-08-16,2019-08-16,6107,1
61132019-08-16,2019-08-16,6113,1
61152019-08-16,2019-08-16,6115,1
60012019-08-17,2019-08-17,6001,1
60052019-08-17,2019-08-17,6005,1
60072019-08-17,2019-08-17,6007,1
60092019-08-17,2019-08-17,6009,1
60112019-08-17,2019-08-17,6011,1
60132019-08-17,2019-08-17,6013,1
60172019-08-17,2019-08-17,6017,1
60192019-08-17,2019-08-17,6019,1
60212019-08-17,2019-08-17,6021,1
60292019-08-17,2019-08-17,6029,1
60312019-08-17,2019-08-17,6031,1
60332019-08-17,2019-08-17,6033,1
60392019-08-17,2019-08-17,6039,1
60472019-08-17,2019-08-17,6047,1
60552019-08-17,2019-08-17,6055,1
60572019-08-17,2019-08-17,6057,1
60612019-08-17,2019-08-17,6061,1
60672019-08-17,2019-08-17,6067,1
60692019-08-17,2019-08-17,6069,1
60772019-08-17,2019-08-17,6077,1
60852019-08-17,2019-08-17,6085,1
60892019-08-17,2019-08-17,6089,1
60952019-08-17,2019-08-17,6095,1
60992019-08-17,2019-08-17,6099,1
61012019-08-17,2019-08-17,6101,1
61032019-08-17,2019-08-17,6103,1
61072019-08-17,2019-08-17,6107,1
61132019-08-17,2019-08-17,6113,1
61152019-08-17,2019-08-17,6115,1
60252019-08-22,2019-08-22,6025,1
60652019-08-22,2019-08-22,6065,1
60072019-08-23,2019-08-23,6007,1
60112019-08-23,2019-08-23,6011,1
60132019-08-23,2019-08-23,6013,1
60472019-08-23,2019-08-23,6047,1
60552019-08-23,2019-08-23,6055,1
60672019-08-23,2019-08-23,6067,1
60692019-08-23,2019-08-23,6069,1
60772019-08-23,2019-08-23,6077,1
60952019-08-23,2019-08-23,6095,1
60992019-08-23,2019-08-23,6099,1
61012019-08-23,2019-08-23,6101,1
61132019-08-23,2019-08-23,6113,1
61152019-08-23,2019-08-23,6115,1
60052019-08-24,2019-08-24,6005,1
60072019-08-24,2019-08-24,6007,1
60092019-08-24,2019-08-24,6009,1
60112019-08-24,2019-08-24,6011,1
60192019-08-24,2019-08-24,6019,1
60212019-08-24,2019-08-24,6021,1
60312019-08-24,2019-08-24,6031,1
60332019-08-24,2019-08-24,6033,1
60392019-08-24,2019-08-24,6039,1
60432019-08-24,2019-08-24,6043,1
60472019-08-24,2019-08-24,6047,1
60552019-08-24,2019-08-24,6055,1
60672019-08-24,2019-08-24,6067,1
60772019-08-24,2019-08-24,6077,1
60892019-08-24,2019-08-24,6089,1
60952019-08-24,2019-08-24,6095,1
60992019-08-24,2019-08-24,6099,1
61012019-08-24,2019-08-24,6101,1
61032019-08-24,2019-08-24,6103,1
61132019-08-24,2019-08-24,6113,1
61152019-08-24,2019-08-24,6115,1
60052019-08-25,2019-08-25,6005,1
60072019-08-25,2019-08-25,6007,1
60092019-08-25,2019-08-25,6009,1
60112019-08-25,2019-08-25,6011,1
60192019-08-25,2019-08-25,6019,1
60312019-08-25,2019-08-25,6031,1
60392019-08-25,2019-08-25,6039,1
60432019-08-25,2019-08-25,6043,1
60472019-08-25,2019-08-25,6047,1
60672019-08-25,2019-08-25,6067,1
60692019-08-25,2019-08-25,6069,1
60772019-08-25,2019-08-25,6077,1
60952019-08-25,2019-08-25,6095,1
60992019-08-25,2019-08-25,6099,1
61012019-08-25,2019-08-25,6101,1
61072019-08-25,2019-08-25,6107,1
61132019-08-25,2019-08-25,6113,1
61152019-08-25,2019-08-25,6115,1
60052019-08-26,2019-08-26,6005,1
60072019-08-26,2019-08-26,6007,1
60092019-08-26,2019-08-26,6009,1
60112019-08-26,2019-08-26,6011,1
60132019-08-26,2019-08-26,6013,1
60192019-08-26,2019-08-26,6019,1
60212019-08-26,2019-08-26,6021,1
60272019-08-26,2019-08-26,6027,1
60292019-08-26,2019-08-26,6029,1
60312019-08-26,2019-08-26,6031,1
60332019-08-26,2019-08-26,6033,1
60392019-08-26,2019-08-26,6039,1
60432019-08-26,2019-08-26,6043,1
60472019-08-26,2019-08-26,6047,1
60532019-08-26,2019-08-26,6053,1
60552019-08-26,2019-08-26,6055,1
60612019-08-26,2019-08-26,6061,1
60672019-08-26,2019-08-26,6067,1
60692019-08-26,2019-08-26,6069,1
60772019-08-26,2019-08-26,6077,1
60792019-08-26,2019-08-26,6079,1
60852019-08-26,2019-08-26,6085,1
60892019-08-26,2019-08-26,6089,1
60952019-08-26,2019-08-26,6095,1
60992019-08-26,2019-08-26,6099,1
61012019-08-26,2019-08-26,6101,1
61032019-08-26,2019-08-26,6103,1
61072019-08-26,2019-08-26,6107,1
61132019-08-26,2019-08-26,6113,1
61152019-08-26,2019-08-26,6115,1
60012019-08-27,2019-08-27,6001,1
60052019-08-27,2019-08-27,6005,1
60072019-08-27,2019-08-27,6007,1
60092019-08-27,2019-08-27,6009,1
60112019-08-27,2019-08-27,6011,1
60132019-08-27,2019-08-27,6013,1
60172019-08-27,2019-08-27,6017,1
60192019-08-27,2019-08-27,6019,1
60212019-08-27,2019-08-27,6021,1
60232019-08-27,2019-08-27,6023,1
60272019-08-27,2019-08-27,6027,1
60292019-08-27,2019-08-27,6029,1
60312019-08-27,2019-08-27,6031,1
60332019-08-27,2019-08-27,6033,1
60372019-08-27,2019-08-27,6037,1
60392019-08-27,2019-08-27,6039,1
60432019-08-27,2019-08-27,6043,1
60452019-08-27,2019-08-27,6045,1
60472019-08-27,2019-08-27,6047,1
60532019-08-27,2019-08-27,6053,1
60552019-08-27,2019-08-27,6055,1
60572019-08-27,2019-08-27,6057,1
60612019-08-27,2019-08-27,6061,1
60672019-08-27,2019-08-27,6067,1
60692019-08-27,2019-08-27,6069,1
60712019-08-27,2019-08-27,6071,1
60772019-08-27,2019-08-27,6077,1
60792019-08-27,2019-08-27,6079,1
60852019-08-27,2019-08-27,6085,1
60892019-08-27,2019-08-27,6089,1
60952019-08-27,2019-08-27,6095,1
60992019-08-27,2019-08-27,6099,1
61012019-08-27,2019-08-27,6101,1
61032019-08-27,2019-08-27,6103,1
61052019-08-27,2019-08-27,6105,1
61072019-08-27,2019-08-27,6107,1
61132019-08-27,2019-08-27,6113,1
61152019-08-27,2019-08-27,6115,1
60052019-08-28,2019-08-28,6005,1
60072019-08-28,2019-08-28,6007,1
60092019-08-28,2019-08-28,6009,1
60112019-08-28,2019-08-28,6011,1
60132019-08-28,2019-08-28,6013,1
60152019-08-28,2019-08-28,6015,1
60172019-08-28,2019-08-28,6017,1
60192019-08-28,2019-08-28,6019,1
60212019-08-28,2019-08-28,6021,1
60232019-08-28,2019-08-28,6023,1
60272019-08-28,2019-08-28,6027,1
60292019-08-28,2019-08-28,6029,1
60312019-08-28,2019-08-28,6031,1
60332019-08-28,2019-08-28,6033,1
60392019-08-28,2019-08-28,6039,1
60432019-08-28,2019-08-28,6043,1
60452019-08-28,2019-08-28,6045,1
60472019-08-28,2019-08-28,6047,1
60532019-08-28,2019-08-28,6053,1
60552019-08-28,2019-08-28,6055,1
60572019-08-28,2019-08-28,6057,1
60612019-08-28,2019-08-28,6061,1
60632019-08-28,2019-08-28,6063,1
60672019-08-28,2019-08-28,6067,1
60692019-08-28,2019-08-28,6069,1
60712019-08-28,2019-08-28,6071,1
60772019-08-28,2019-08-28,6077,1
60792019-08-28,2019-08-28,6079,1
60852019-08-28,2019-08-28,6085,1
60892019-08-28,2019-08-28,6089,1
60932019-08-28,2019-08-28,6093,1
60952019-08-28,2019-08-28,6095,1
60992019-08-28,2019-08-28,6099,1
61012019-08-28,2019-08-28,6101,1
61032019-08-28,2019-08-28,6103,1
61052019-08-28,2019-08-28,6105,1
61072019-08-28,2019-08-28,6107,1
61132019-08-28,2019-08-28,6113,1
61152019-08-28,2019-08-28,6115,1
60192019-08-29,2019-08-29,6019,1
60212019-08-29,2019-08-29,6021,1
60272019-08-29,2019-08-29,6027,1
60292019-08-29,2019-08-29,6029,1
60312019-08-29,2019-08-29,6031,1
60392019-08-29,2019-08-29,6039,1
60432019-08-29,2019-08-29,6043,1
60472019-08-29,2019-08-29,6047,1
60712019-08-29,2019-08-29,6071,1
60892019-08-29,2019-08-29,6089,1
61032019-08-29,2019-08-29,6103,1
61052019-08-29,2019-08-29,6105,1
61072019-08-29,2019-08-29,6107,1
60272019-08-30,2019-08-30,6027,1
60252019-08-31,2019-08-31,6025,1
60272019-08-31,2019-08-31,6027,1
60652019-08-31,2019-08-31,6065,1
60712019-08-31,2019-08-31,6071,1
60132019-09-01,2019-09-01,6013,1
60252019-09-01,2019-09-01,6025,1
60272019-09-01,2019-09-01,6027,1
60552019-09-01,2019-09-01,6055,1
60652019-09-01,2019-09-01,6065,1
60852019-09-01,2019-09-01,6085,1
60952019-09-01,2019-09-01,6095,1
60092019-09-02,2019-09-02,6009,1
60132019-09-02,2019-09-02,6013,1
60252019-09-02,2019-09-02,6025,1
60272019-09-02,2019-09-02,6027,1
60292019-09-02,2019-09-02,6029,1
60312019-09-02,2019-09-02,6031,1
60372019-09-02,2019-09-02,6037,1
60392019-09-02,2019-09-02,6039,1
60432019-09-02,2019-09-02,6043,1
60472019-09-02,2019-09-02,6047,1
60532019-09-02,2019-09-02,6053,1
60652019-09-02,2019-09-02,6065,1
60692019-09-02,2019-09-02,6069,1
60712019-09-02,2019-09-02,6071,1
60732019-09-02,2019-09-02,6073,1
60772019-09-02,2019-09-02,6077,1
60792019-09-02,2019-09-02,6079,1
60832019-09-02,2019-09-02,6083,1
60852019-09-02,2019-09-02,6085,1
60952019-09-02,2019-09-02,6095,1
60992019-09-02,2019-09-02,6099,1
61072019-09-02,2019-09-02,6107,1
60092019-09-03,2019-09-03,6009,1
60192019-09-03,2019-09-03,6019,1
60292019-09-03,2019-09-03,6029,1
60312019-09-03,2019-09-03,6031,1
60372019-09-03,2019-09-03,6037,1
60392019-09-03,2019-09-03,6039,1
60432019-09-03,2019-09-03,6043,1
60472019-09-03,2019-09-03,6047,1
60532019-09-03,2019-09-03,6053,1
60592019-09-03,2019-09-03,6059,1
60692019-09-03,2019-09-03,6069,1
60712019-09-03,2019-09-03,6071,1
60772019-09-03,2019-09-03,6077,1
60792019-09-03,2019-09-03,6079,1
60832019-09-03,2019-09-03,6083,1
60992019-09-03,2019-09-03,6099,1
61072019-09-03,2019-09-03,6107,1
61112019-09-03,2019-09-03,6111,1
60092019-09-04,2019-09-04,6009,1
60192019-09-04,2019-09-04,6019,1
60252019-09-04,2019-09-04,6025,1
60272019-09-04,2019-09-04,6027,1
60292019-09-04,2019-09-04,6029,1
60312019-09-04,2019-09-04,6031,1
60372019-09-04,2019-09-04,6037,1
60392019-09-04,2019-09-04,6039,1
60432019-09-04,2019-09-04,6043,1
60592019-09-04,2019-09-04,6059,1
60652019-09-04,2019-09-04,6065,1
60712019-09-04,2019-09-04,6071,1
60732019-09-04,2019-09-04,6073,1
60792019-09-04,2019-09-04,6079,1
60832019-09-04,2019-09-04,6083,1
61112019-09-04,2019-09-04,6111,1
60052019-09-05,2019-09-05,6005,1
60092019-09-05,2019-09-05,6009,1
60192019-09-05,2019-09-05,6019,1
60252019-09-05,2019-09-05,6025,1
60272019-09-05,2019-09-05,6027,1
60292019-09-05,2019-09-05,6029,1
60312019-09-05,2019-09-05,6031,1
60372019-09-05,2019-09-05,6037,1
60392019-09-05,2019-09-05,6039,1
60432019-09-05,2019-09-05,6043,1
60472019-09-05,2019-09-05,6047,1
60532019-09-05,2019-09-05,6053,1
60592019-09-05,2019-09-05,6059,1
60652019-09-05,2019-09-05,6065,1
60692019-09-05,2019-09-05,6069,1
60712019-09-05,2019-09-05,6071,1
60732019-09-05,2019-09-05,6073,1
60772019-09-05,2019-09-05,6077,1
60792019-09-05,2019-09-05,6079,1
60832019-09-05,2019-09-05,6083,1
60992019-09-05,2019-09-05,6099,1
61072019-09-05,2019-09-05,6107,1
61112019-09-05,2019-09-05,6111,1
60252019-09-06,2019-09-06,6025,1
60292019-09-06,2019-09-06,6029,1
60312019-09-06,2019-09-06,6031,1
60372019-09-06,2019-09-06,6037,1
60392019-09-06,2019-09-06,6039,1
60432019-09-06,2019-09-06,6043,1
60592019-09-06,2019-09-06,6059,1
60652019-09-06,2019-09-06,6065,1
60792019-09-06,2019-09-06,6079,1
61112019-09-06,2019-09-06,6111,1
60252019-09-07,2019-09-07,6025,1
60652019-09-07,2019-09-07,6065,1
60712019-09-07,2019-09-07,6071,1
60252019-09-08,2019-09-08,6025,1
60552019-09-13,2019-09-13,6055,1
60852019-09-13,2019-09-13,6085,1
60012019-09-14,2019-09-14,6001,1
60092019-09-14,2019-09-14,6009,1
60112019-09-14,2019-09-14,6011,1
60132019-09-14,2019-09-14,6013,1
60212019-09-14,2019-09-14,6021,1
60332019-09-14,2019-09-14,6033,1
60372019-09-14,2019-09-14,6037,1
60472019-09-14,2019-09-14,6047,1
60532019-09-14,2019-09-14,6053,1
60552019-09-14,2019-09-14,6055,1
60592019-09-14,2019-09-14,6059,1
60672019-09-14,2019-09-14,6067,1
60692019-09-14,2019-09-14,6069,1
60772019-09-14,2019-09-14,6077,1
60792019-09-14,2019-09-14,6079,1
60812019-09-14,2019-09-14,6081,1
60832019-09-14,2019-09-14,6083,1
60852019-09-14,2019-09-14,6085,1
60872019-09-14,2019-09-14,6087,1
60952019-09-14,2019-09-14,6095,1
60972019-09-14,2019-09-14,6097,1
60992019-09-14,2019-09-14,6099,1
61032019-09-14,2019-09-14,6103,1
61132019-09-14,2019-09-14,6113,1
61152019-09-14,2019-09-14,6115,1
60052019-09-15,2019-09-15,6005,1
60092019-09-15,2019-09-15,6009,1
60132019-09-15,2019-09-15,6013,1
60292019-09-15,2019-09-15,6029,1
60312019-09-15,2019-09-15,6031,1
60372019-09-15,2019-09-15,6037,1
60472019-09-15,2019-09-15,6047,1
60532019-09-15,2019-09-15,6053,1
60592019-09-15,2019-09-15,6059,1
60672019-09-15,2019-09-15,6067,1
60692019-09-15,2019-09-15,6069,1
60732019-09-15,2019-09-15,6073,1
60772019-09-15,2019-09-15,6077,1
60792019-09-15,2019-09-15,6079,1
60832019-09-15,2019-09-15,6083,1
60852019-09-15,2019-09-15,6085,1
60952019-09-15,2019-09-15,6095,1
60992019-09-15,2019-09-15,6099,1
61012019-09-15,2019-09-15,6101,1
61132019-09-15,2019-09-15,6113,1
61152019-09-15,2019-09-15,6115,1
60252019-09-16,2019-09-16,6025,1
60592019-09-16,2019-09-16,6059,1
60652019-09-16,2019-09-16,6065,1
60712019-09-16,2019-09-16,6071,1
60732019-09-16,2019-09-16,6073,1
60012019-09-25,2019-09-25,6001,1
60072019-09-25,2019-09-25,6007,1
60112019-09-25,2019-09-25,6011,1
60132019-09-25,2019-09-25,6013,1
60212019-09-25,2019-09-25,6021,1
60332019-09-25,2019-09-25,6033,1
60412019-09-25,2019-09-25,6041,1
60472019-09-25,2019-09-25,6047,1
60532019-09-25,2019-09-25,6053,1
60552019-09-25,2019-09-25,6055,1
60672019-09-25,2019-09-25,6067,1
60692019-09-25,2019-09-25,6069,1
60772019-09-25,2019-09-25,6077,1
60812019-09-25,2019-09-25,6081,1
60852019-09-25,2019-09-25,6085,1
60872019-09-25,2019-09-25,6087,1
60952019-09-25,2019-09-25,6095,1
60972019-09-25,2019-09-25,6097,1
60992019-09-25,2019-09-25,6099,1
61012019-09-25,2019-09-25,6101,1
61032019-09-25,2019-09-25,6103,1
61132019-09-25,2019-09-25,6113,1
61152019-09-25,2019-09-25,6115,1
60012019-09-26,2019-09-26,6001,1
60052019-09-26,2019-09-26,6005,1
60072019-09-26,2019-09-26,6007,1
60092019-09-26,2019-09-26,6009,1
60112019-09-26,2019-09-26,6011,1
60132019-09-26,2019-09-26,6013,1
60212019-09-26,2019-09-26,6021,1
60272019-09-26,2019-09-26,6027,1
60312019-09-26,2019-09-26,6031,1
60332019-09-26,2019-09-26,6033,1
60412019-09-26,2019-09-26,6041,1
60452019-09-26,2019-09-26,6045,1
60472019-09-26,2019-09-26,6047,1
60532019-09-26,2019-09-26,6053,1
60552019-09-26,2019-09-26,6055,1
60672019-09-26,2019-09-26,6067,1
60692019-09-26,2019-09-26,6069,1
60752019-09-26,2019-09-26,6075,1
60772019-09-26,2019-09-26,6077,1
60792019-09-26,2019-09-26,6079,1
60812019-09-26,2019-09-26,6081,1
60852019-09-26,2019-09-26,6085,1
60872019-09-26,2019-09-26,6087,1
60952019-09-26,2019-09-26,6095,1
60972019-09-26,2019-09-26,6097,1
60992019-09-26,2019-09-26,6099,1
61012019-09-26,2019-09-26,6101,1
61032019-09-26,2019-09-26,6103,1
61132019-09-26,2019-09-26,6113,1
61152019-09-26,2019-09-26,6115,1
60112019-09-27,2019-09-27,6011,1
60212019-09-27,2019-09-27,6021,1
60312019-09-27,2019-09-27,6031,1
60472019-09-27,2019-09-27,6047,1
60992019-09-27,2019-09-27,6099,1
61012019-09-27,2019-09-27,6101,1
61132019-09-27,2019-09-27,6113,1
61152019-09-27,2019-09-27,6115,1
60252019-10-17,2019-10-17,6025,1
60592019-10-22,2019-10-22,6059,1
60252019-10-23,2019-10-23,6025,1
60592019-10-23,2019-10-23,6059,1
60252019-10-24,2019-10-24,6025,1
60592019-10-24,2019-10-24,6059,1
60592019-10-25,2019-10-25,6059,1
60872019-10-25,2019-10-25,6087,1
60592019-10-26,2019-10-26,6059,1
